work_id,mp_no,fy,work_no,mp_name,mp_state,state,constituency,work_category,work_desc,work_status,recommended_date,recommended_amount,sanction_date,sanction_amount,completion_date,amount_disbursed,exp_pay_count,exp_total,exp_inprogress,exp_paid,exp_vendors,alloc_limit,calamity_consent,is_recommended,is_sanctioned,is_completed,has_expenditure
MP18380/2024-2025/151814,18380,2024-2025,151814,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Kishundevpur me talab v Dinesh ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151815,18380,2024-2025,151815,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Pakri kala me Kamla Shankar Bind ke dukan ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151816,18380,2024-2025,151816,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151817,18380,2024-2025,151817,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Kasiyapur me Ashok bind ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151818,18380,2024-2025,151818,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151819,18380,2024-2025,151819,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151820,18380,2024-2025,151820,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Poorebhan me Shukla ke Kuye ke pas Trimuhani par,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151821,18380,2024-2025,151821,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Sowari me Ramdev ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151822,18380,2024-2025,151822,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Mungari me Viswanath ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151823,18380,2024-2025,151823,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Siki Chaura me Om Nagar Tiraha par,,,,,,2026-03-16,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151824,18380,2024-2025,151824,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Baragaon me Chaura mata Mandir ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151825,18380,2024-2025,151825,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Sagar Raypur (Seekhapur) me talab v Mahadev mandir ke sameep,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151826,18380,2024-2025,151826,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Chak Todar Dehati me Raja Tiwari ke ghar ke pas trimuhani par,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151827,18380,2024-2025,151827,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Rohi me Amit singh ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151828,18380,2024-2025,151828,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Baripur Tari me Prem Bahadur ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151829,18380,2024-2025,151829,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Ghanshyampur me Dharmaraj pal ke ghar ke samne,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151830,18380,2024-2025,151830,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Hinchchanpur me Arjun Prasad Prajapati ke ghar ke samne,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151831,18380,2024-2025,151831,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Fulwariya Uparwar me Ravindra Pal ke ghar ke pas,,,,,,2025-09-29,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151898,18380,2024-2025,151898,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Raimalpur me Akhilesh Pathak ke ghar ke pas,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151899,18380,2024-2025,151899,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Asti me Manijar Singh  ke ghar ke par tiraha par,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151900,18380,2024-2025,151900,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Paraspur Bejhwaniya me Junior Highschool ke pas tirahe par,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151901,18380,2024-2025,151901,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Yakoobpur me Chaura mata mandir ke pas,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151902,18380,2024-2025,151902,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Ward No 13 Bhadohi me Maa Katyayani mandir ke pas chaurahe par,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151903,18380,2024-2025,151903,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Lakhanpur Urf Abhanpur me Vanshraj Patel ke ghar ke pas tirahe par,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151904,18380,2024-2025,151904,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Chauri khas me Shiv Ji Mandir ke pas,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151905,18380,2024-2025,151905,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Ward Nu 13 Bhadohi me IICT me Sadak ke Kinare,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151906,18380,2024-2025,151906,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Bisakapura me Hanuman Mandir ke pas Purab taraf,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151907,18380,2024-2025,151907,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Guwali me Rajnath Gaud ke ghar ke pas,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151908,18380,2024-2025,151908,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Duhiya me Radheshyam Gaud ke ghar ke pas,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151909,18380,2024-2025,151909,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Bhanda me Umesh Pratap singh ke ghar pas,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151910,18380,2024-2025,151910,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Masudhi me Hanuman Mandir ke pas,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151911,18380,2024-2025,151911,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Hariharpur (Abarana) me Hanuman Mandir ke Pas Sadak par,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151912,18380,2024-2025,151912,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Kainda me Rod par Tirahe ke pahale,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151913,18380,2024-2025,151913,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Bankat me Badeshwarnath Mandir ke pas,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151914,18380,2024-2025,151914,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Dangahar me Shankar ji ke mandir ke pas,,,,,,2026-03-13,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151915,18380,2024-2025,151915,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Gram Sabha Saroi me Deeh Mandir ke Bagal me,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151916,18380,2024-2025,151916,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Normal/Others,Ward Nu 11 Bhadohi  me Prajapatipur Kailashnath mishra ke ghar ke pas,,,,,,2026-01-09,118971.0,,,,,,147000000.0,,0,0,1,0
MP18380/2024-2025/151917,18380,2024-2025,151917,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151918,18380,2024-2025,151918,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151919,18380,2024-2025,151919,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151920,18380,2024-2025,151920,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151921,18380,2024-2025,151921,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151922,18380,2024-2025,151922,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151931,18380,2024-2025,151931,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151933,18380,2024-2025,151933,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151934,18380,2024-2025,151934,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151937,18380,2024-2025,151937,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151938,18380,2024-2025,151938,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151939,18380,2024-2025,151939,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151943,18380,2024-2025,151943,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151944,18380,2024-2025,151944,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151945,18380,2024-2025,151945,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151946,18380,2024-2025,151946,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151967,18380,2024-2025,151967,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151969,18380,2024-2025,151969,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151970,18380,2024-2025,151970,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2024-2025/151973,18380,2024-2025,151973,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,118971.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/184715,18380,2025-2026,184715,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107898.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/184756,18380,2025-2026,184756,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107898.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/184759,18380,2025-2026,184759,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107898.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/184767,18380,2025-2026,184767,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107898.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/216661,18380,2025-2026,216661,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107877.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/216688,18380,2025-2026,216688,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107877.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/216689,18380,2025-2026,216689,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,107877.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/244980,18380,2025-2026,244980,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,608299.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/244981,18380,2025-2026,244981,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,651209.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/244982,18380,2025-2026,244982,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,693364.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/244983,18380,2025-2026,244983,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,1000000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2025-2026/245027,18380,2025-2026,245027,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,796385.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266106,18380,2026-2027,266106,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266107,18380,2026-2027,266107,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266108,18380,2026-2027,266108,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266109,18380,2026-2027,266109,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266110,18380,2026-2027,266110,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266111,18380,2026-2027,266111,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266112,18380,2026-2027,266112,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266113,18380,2026-2027,266113,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266114,18380,2026-2027,266114,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266115,18380,2026-2027,266115,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266116,18380,2026-2027,266116,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266117,18380,2026-2027,266117,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266118,18380,2026-2027,266118,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266119,18380,2026-2027,266119,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266120,18380,2026-2027,266120,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266121,18380,2026-2027,266121,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266122,18380,2026-2027,266122,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266124,18380,2026-2027,266124,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266125,18380,2026-2027,266125,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266126,18380,2026-2027,266126,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266127,18380,2026-2027,266127,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266128,18380,2026-2027,266128,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266129,18380,2026-2027,266129,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266130,18380,2026-2027,266130,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266131,18380,2026-2027,266131,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266132,18380,2026-2027,266132,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266133,18380,2026-2027,266133,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266134,18380,2026-2027,266134,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266135,18380,2026-2027,266135,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266136,18380,2026-2027,266136,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266137,18380,2026-2027,266137,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266138,18380,2026-2027,266138,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266139,18380,2026-2027,266139,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266140,18380,2026-2027,266140,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266141,18380,2026-2027,266141,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18380/2026-2027/266142,18380,2026-2027,266142,VINOD KUMAR BIND,Uttar Pradesh,Uttar Pradesh,BHADOHI,Lighting of public spaces,,,,,,,,,1.0,103263.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
