split,kind,anchor_text,other_text,label
train,positive,53.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MATHURAPURMOR (BADIYA) ME MAIN HIGHWAY PAR HIGH MAST LIGHT),70.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MAHUA ME RAVIDASH DHARMSHALA KE PASS HIGH MAST LIGHT),1
train,hard_negative,Construction of link road to Tuikual Zau at bungthuam,Construction of Urinal Shed at Siata,0
train,hard_negative,Dibiyapur kabir Ashram Khanpur Ke Pass High Mast Light,Dibiyapur Dauhi Ambedkar Park Ke Pass High Mast light,0
train,easy_negative,"Construction of a concrete road from the land of Durgasankar Patra  to the land of Swapan Kumar Panda at mouza- Boyal, J.L. No. 117, Plot No. 2763, 2749 under Boyal-I G.P.",Electrification work in houses situated on Asawari road in village Harsolao,0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,hard_negative,CHANDRESH PATEL S\O HEERA LAL K GHAR 01 NAG SOLAR LIGHT,JITENDRA YADAV S\O KASHI NATH YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light sipahi tola badi masjid ke pas aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light dibra bajar me aek adad adhisthapit karne ki anusansha ki jati hai,1
train,positive,Providing of LED Street Lights in Narrepalle village,Providing of LED Street Lights in Dadpalle (V),1
train,positive,HIGH MASK SOLAR LIGHTS,HIGH MASK SOLAR LIGHTS,1
train,hard_negative,Amir Badhur S/o VIjay Badhaur Ke Ghar ke samane Handpump,Shivbabu S/o Gayadeen Ke Ghar ke samane Handpump,0
train,positive,L.No. 179 Dt. 07.10.24 Gram Panchayat Pandhra ke pandhra me,L.No. 179 Dt. 07.10.24 Gram Panchayat Hiwarkhed ke Hiwarkhed me,1
train,hard_negative,Virendra Yadav S/o Rajendra Shrivastav Ke Ghar ke samane Handpump,"Santosh Kumar S/o Dharam Narayan, Khandevera ke ghar ke samne handpump",0
train,positive,16.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE PATHVARI ME MANDIR KE PASS HIGH MAST LIGHT),20.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE DARIYAPUR ME PANCHAYAT GHAR KE PASS HIGH MAST LIGHT),1
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,positive,25.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SHAHABPURA ME MASZID KE PASS HIGH MAST LIGHT),71.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SAMIPUR ME KABRISTAN KE PASS  HIGH MAST LIGHT),1
train,hard_negative,SAHAB LAL YADAV S\O MOTI LAL YADAV K GHAR SOLAR LIGHT,SUBASH PATEL S\O MUNNI LAL PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,positive,Providing of LED Street Lights in Uppariguda (V),Providing of LED Street Lights in Inamguda (V),1
train,easy_negative,cc/interlocking sadak with nali nirman karya jaggi ke makan se shamshan ghat ki taraf gram garoo,Vijay S/o Jagat Pal Ke Ghar ke Samne Handpump,0
train,hard_negative,"Construction of bus-sheds or bus-stops at Rampura Doddi (Plantation) Gate, Arakere Grama Panchayath, Kanakapura Taluk, Ramanagara District, Karnataka","Construction of bus-sheds or bus-stops at Huliyurdurga Circle, Huliyurdurga Grama Panchayath, Kunigal Taluk, Tumkur District, Karnataka",0
train,hard_negative,Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Kabbar Wachha,Installation of RO System At Govt. Primary School Jamitpur Dheru(Capacity 500 Ltrs),0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,RADHESHYAM YADAV S\O LAL JI YADAV VILL BHATWA CHAK RAMPUR NADDI K GHAR 01 NAG SOLAR LIGHT,HIMANCHAL GAUD S\O DUKHRAN GAUD K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,"Reconstruction of community hall at Jharaband, badkenduguda",Construction of Crematorium at San Temri,0
train,positive,CHULHI BUS STAND KE PAS,AKAURI BUS STAND KE PAS,1
train,hard_negative,Bhullan pasi S/o Ram dulare Ke Ghar ke Samne Handpump,"Umesh Kumar S/o Shri Nath, Kaju Kali Mandir ke pas Hundpump",0
train,positive,1.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE HAMEEDPUR ME LAL SINGH KE MAKAN  KE PASS HIGH MAST LIGHT),89.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE BHANEDA ME RAVIDASH MANDIR KE PASS HIGH MAST LIGHT),1
train,positive,RAJ NATH YADAV S\O HEERA LAL YADAV K GHAR 01 NAG SOLAR LIGHT,AMAR BAHADUR YADAV S\O RAGHU NATH YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,positive,42.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE RAJPUR NAWADA ME RAVIDASH DHARMSHALA KE PASS HIGH MAST LIGHT),51.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SADDO BAIR (MOHRA) ME BAIRKHA KUEIN KE PASS  HIGH MAST LIGHT),1
train,hard_negative,BANWARI LAL SHARMA S\O BUDHIRAM SHARMA K GHAR 01 NAG SOLAR LIGHT,MAHTAB ALAM S\O MO. SAMIULLAH K GHAR 01  NAG SOLAR LIGHT,0
train,easy_negative,Repairs to dormitory block at Dr. B.R. Ambedkar Residential school for boys at Kota in Kota Mandal.,VIKAS KHAND MORADABAD KE GRAM GODHI CENTRAL BANK KE PASS    SARVJANIK STHAL PR SEMI HIGH MAST LIGHT (6 LIGHT),0
train,hard_negative,RamSukh S/o Jageshwar Prasad Ke Ghar ke Samne Handpump,"Mool Chandra S/o Indupal, Mohiuddinpur gaus Ke Ghar ke Samne Handpump",0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,BHAGWATI PRASAD YADAV S\O NANHOO YADAV K GHAR 01 NAG SOLAR LIGHT,RAMESH KUMAR PATEL S\O SUDHAKAR PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,MUNNA LAL YADAV S\O RAM LAUTAN YADAV K GHAR 01 NAG SOLAR LIGHT,RAMPUR DHANUHAN SADDAM HUSAIN S\O IMTIYAZ AHAMAD K GHAR 01 NAG SOLAR LIGHT,0
train,positive,L.No. 177 Dt 07.10.24 Gram panchayat  devgaon ke chevgaon me,L.No. 177 Dt 07.10.24 Gram panchayat Etava ke etave me,1
train,hard_negative,CHHUHIYA BUS STAND KE PAS,KARWAHI BUS STAND KE PAS,0
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,hard_negative,Ram Prakash S/o Bhairav Prasad Ke Ghar ke samane Handpump,Chandrika SIngh S/o Bhola Singh ke ghar ke samne handpump,0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED semi High Mast Light,1
train,easy_negative,Construction for common sitting area at dhunubhaga .,"1- LALCHAND GAUTAM S\O MANSHA RAM GAUTAM, 2- AJEET KUMAR YADAV S\O JILA JEET YADAV, 3- MOHD. AZAD ANSARI S\O MOHD. HAFIJ, 4- SANTOSH GAUTAM S\O FOOL CHAND GAUTAM K GHAR KUL 04  NAG SOLAR LIGHT",0
train,positive,20.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE DARIYAPUR ME PANCHAYAT GHAR KE PASS HIGH MAST LIGHT),72.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE FATEHULLAPUR DURG ME MAIN CHORAHE PAR HIGH MAST LIGHT),1
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,Installation of semi high mast light at the intersection of village Sahpur  Block Naugarh,Installation of semi high mast light at the intersection of village Majhagain  Block Naugarh,1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,Construction of Crematorium at San Temri,"Construction of boundary wall at sishu Bidya Mandir, Habaspur.",0
train,hard_negative,Balram S/o Manoshar Ke Ghar ke Samne Handpump,Ram Bahadur Yadav S/o Man Singh Address Hakimpur Anetha Ke Ghar ke Samne Handpump,0
train,positive,BANJARI BUS STAND KE PAS,JHALA BUS STAND KE PAS,1
train,positive,installation of solar street light near hari mandir in jamkudar,installation of solar street light near chandarpura gram desi mandir in sadma kalan.,1
train,positive,35.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (SHERKOT ME PEER  SAIYYAD ALI KABRISTAN KE PASS HIGH MAST LIGHT),47.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE LAHAK HAJI SHAHJAD KE GHAR KE PASS HIGH MAST LIGHT),1
train,positive,gram panchayat Bachharan me tirahe ke paas sarwjanik sthan par high mast light sthapna karya,gram panchayat Pahadi Bujurg me barethi tirahe ke paas sarwjanik sthan par high mast light sthapna karya,1
train,positive,installation of solar street light near durgamandir in bagda,installation of solar street light near shiv mandir tirla in baridari.,1
train,positive,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,1
train,positive,installation of solar street light near dablu saw house in bagda,installation of solar street light near mohammed kalim house in bagda,1
train,easy_negative,Gram Salhe Danda me puliya nirman.,Protective wall at needed locations below Indira Bye pass-Helipad road,0
train,easy_negative,"gram panchayat tirahe par ,Rakesh Baghel Mo 9997337248","Installation of 5 no of Solar High Mast Lights at different places of Bibarda Gram Panchayat area under Taldangra Block, District - Bankura",0
train,easy_negative,Installation of solar street light in hazari panchayat: 1)Near durga mandir khudgadda 2)Near gali chowk in paswan mohalla 3)Near upar tola chowk in khudgadda 4)Near shiv mandir niche tola 5)Near hanuman  mandir ambatand 6)Near niche tola geruadih 7)Near upar tola in geruadih 8)Near kedar yadav house iin ambatand 9)Near kranti mod vimal devi 10)Near sundar lal ram house in ganjhudih 11)Near bajrang bali mandir prajpati tola 12)Near durga mandir patwa tola,"Construction work of 3 m span RCC culvert on the drain next to the water tank on Dhuswa to Somkhar connecting road, block Bankati 3 metre",0
train,easy_negative,constuction of cc road  in nagla vishnu from balakram house to maharaj singh house around 250 meters and drainage system of 300 meters,"Construction of Platform and Shed at Village-Umedanda, under Umedanda Panchayat, Burmu Block, Ranchi.",0
train,hard_negative,RAM DHAN SAROJ S\O SUKH RAM SAROJ K GHAR 01 NAG SOLAR LIGHT,MAK SOOD ALAM S\O EKHLAKH AHAMAD K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,"Construction of Rest room at Kurkuba village Mondal Para & bagd Para,Kurkuba GP","Construction of Shed at Hindu Cemetery at Laskana Village, Taluka Kamrej, District Surat",0
train,hard_negative,"1- BRIJESH YADAV S\O RAM VASH YADAV, 2- CHHABINATH YADAV S\O MOLAI YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- MAHA NAND BIND S\O VANSHI DHAR BIND, 2- AMIT GAUTAM S\O LAL JI PRASAD K GHAR KUL 02 NAG SOLAR LIGHT",0
train,easy_negative,Development Work of Khara patti Dharmshala W.no 1 Sanghera MC Barnala,For Open Gym,0
train,positive,Purchase of hospital equipment Dead body freezer,Purchase of hospital equipment Dead Body Freezer,1
train,hard_negative,Balram S/o Moolchandra Ke Ghar ke Samne Handpump,Hanumat Yadav S/o Harishchandra Ke Ghar ke Samne Handpump,0
train,hard_negative,Mohd Yusuf Son of  Mehandi Hasan  Add.- Malla ka purwa Athigawa ke Ghar ke samne hundpump,Shrijagnnath son of  Nanhku Pasi Add.- Mahrajpur ke Ghar ke samne hundpump,0
train,hard_negative,gram panchayat Pahadi Bujurg me barethi tirahe ke paas sarwjanik sthan par high mast light sthapna karya,gram panchayat Kucharam me Mhendra Singh Patel ke makan ke paas sarwjanik sthan par high mast light sthapna karya,0
train,positive,MS Pole with LED semi High mast Light,MS pole with LED semi High Mast Light,1
train,positive,9.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE CHHAJUPURA ME CHORAHE  KE PASS HIGH MAST LIGHT),68.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE PREMPURI ME AMBEDKAR PARK ME  HIGH MAST LIGHT),1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,easy_negative,installation of solar street light near chailiyatand chowk in barki chidri,Installation of a semi-high mast light with six LEDs at a public place in consultation with Shri Swadesh Rajput-Khunnu near the Kampil intersection of Kayamganj assembly of my parliamentary constituency Farrukhabad. mobile number 9415191422. (Executing Agency UPSIC Muradabad),0
train,hard_negative,RAMA SHANKAR YADAV S\O SUKKHU YADAV K GHAR 01 NAG SOLAR LIGHT,DR. RAJ KUMAR MAURYA S\O RAM JEET MAURYA K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,Gram doman pur me highmast light,Gram kalichbad me highmast light kary,0
train,positive,Installation of RO System and water cooler in Govt Primary school Dana Romana,Installation of RO System and water cooler in Govt Primary school,1
train,positive,12.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE ALLEHDATPUR MUBARAKPUR (NAWADA) ME YATRI SHAID  KE PASS HIGH MAST LIGHT),69.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE NANGLA PITHORA  ME RAVIDASH DHARMSHALA KE PASS  HIGH MAST LIGHT),1
train,hard_negative,"1- SANTOSH JAYSWAL S\O SHESH NARAYAN JAYSWAL, 2- MOHD. KAYUM S\O NIZANUDDIN K GHAR KUL 02 NAG SOLAR LIGHT","1- SHIV RAJBHAR S\O BABUA RAJBHAR, 2- DIVAKAR YADAV S\O JAY SHREE YADAV K GHAR KUL 02 NAG SOLAR LIGHT",0
train,positive,L.No. 184 Dt 07.10.2024 Gram Panchayat Nousar ke gram Nousar me,L.No. 184 Dt 07.10.2024 Gram Panchayat Sanyasa ke Gram sanyasa me,1
train,hard_negative,"1- RISHI YADAV S\O UMA SHANKAR, 2- SHASHIKANT YADAV S\O GOPAL YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- SHYAM SUNDAR YADAV S\O RAMFAL YADAV, 2- DHARMENDRA CHAUHAN S\O PYARE LAL K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,Construction of BNRGSK Step at Hreichhuk,Construction of PCC Flooring at Lalpianga kawt,0
train,hard_negative,Construction of PCC Flooring at Don Bosco School Road,Construction of Urinal Shed at Theiva,0
train,easy_negative,L.No. 184 Dt 07.10.2024 Gram Panchayat Sonkhedi ke gram sonkhedi me,"Construction of lane and drain from Shanan Ghat to Raam Lela Ground via Shiv Mandir, Ward no. 3, Pyt. Sanangat, Dhar Mahanpur, Kathua.",0
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,1
train,easy_negative,Book's purchase for Student's improve knowledge and mental development.,Installation of solar street light in pachmo panchayat:  1)Near gurcharan mahto house in jamnijara 2)Near gangadhar mahto house in jamnijara 3)Near dhaneshwar mahto housein jamnijara 4)Near jayprakash mahto house in jamni jara 5)Near raghunath mahto house in lediaam 6)Near Mohan mahto house in lediaam 7)Near dularchand mahto house in jhumrapahad 8)Near jago mahto house in jhumrapahad 9)Near fulchand mahto house in jhumrapahad 10)Near Pradeep manjhi house in jhumra pahad,0
train,hard_negative,gaun gudha tigela masudpura road par stainless steel (febricated) yatri shed,rath me nahar vaipas jadakhar road par stainless steel (fabricated) yatri shed,0
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light D.I.G. Chauk me aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light mehta chauk nahar ke pas aek adad adhisthapit karne ki anusansha ki jati hai,1
train,positive,Construction of community hall in village Piprata at Kushwaha Mohalla,Construction of community hall in village Dasanga at Patidar Mohalla,1
train,positive,installation of solar street light near kali mandir khatri tola,Installation of solar street light near shiv mandir gamhariyatand.,1
train,hard_negative,TEJ BAHADUR PATEL S\O PARAS NATH PATEL K GHAR 01 NAG SOLAR LIGHT,KAMLESH YADAV S\O DASRATH YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,RAMESH YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,JAHANGIR S\O MOHD UMAR K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,"Installation for the single unit Mini High Mast Solar Lightening system with 4x200 WP SPV Module, Four nos 60W Semi Integrated Street light with 60Ah Li-ion cell at Manindra Nath  High School of Khagrabari Gram Panchayat of District Coochbehar.",L.No. 179 Dt. 07.10.24 Gram Panchayat Deogaon ke chouki me,0
train,hard_negative,Construction of CC road from R&B Road to Ramesh Reddy House Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,"Construction of CC road from Kesavulu Chetty House, Via: N.Bhaskar Naidu House to Sathyamma Temple, Ksherasamudram GP in SR Puram Mandal of GD Nelloore Constituency.",0
train,hard_negative,GUJRED BUS STAND KE PAS,KHAIRA BUS STAND KE PAS,0
train,hard_negative,"1- RAJESH YADAV S\O RAJA RAM YADAV, 2- AKHILESH YADAV S\O RAJA RAM YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- LAL BAHADUR CHAUHAN S\O LAL CHAND CHAUHAN , 2- SANTOSH JAYSWAL S\O RADHEY SHYAM CHAUHAN K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,Construction of boundary wall at Bisibahal U P School,Construction of water logup at bichel pada of Jamjore village.,0
train,hard_negative,Ram Singh S/o Ghure lal Pasi Address- Surji ka pura Dhamawa Ghar ke samne Handpump,Ashok Pal S/o Ram Khalawan ke ghar ke samne handpump,0
train,hard_negative,"1- SANTOSH KUMAR YADAV S\O NAND LAL YADAV, 2- SANTOSH PATEL S\O SATYA NARAYAN K GHAR 02 NAG SOLAR LIGHT","1- KARIMA YADAV S\O HARI LAL YADAV, 2- TAUKIR S\O MUKHTAR AHMAD K GHAR KUL 02 NAG SOLAR LIGHT",0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED semi High Mast Light,1
train,positive,GRAM PANCHAYT SURAJPURA KHURD ME PANI KE TANKER KI KHAREED,GRAM PANCHAYT BERKHEDI ME PANI KE TANKER KI KHAREED,1
train,hard_negative,RAJ YASH YADAV S\O LALTA PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,IMRAN MANSOORI CHHOTE S\O ALI ANWAR K GHAR 01 NAG SOLAR LIGHT,0
train,positive,Cc tv camera,Cc tv camera (30),1
train,hard_negative,RAM DHAN SAROJ S\O SUKH RAM SAROJ K GHAR 01 NAG SOLAR LIGHT,MOHD. AFASAR S\O MAHMOOD HASAN K GHAR 01  NAG SOLAR LIGHT,0
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,1
train,positive,installation of solar street light near devi mandir parsatand in hurlung,installation of solar street light near shiv mandir ambadih in utasara,1
train,easy_negative,For Cremation Ground,"Construction of Sabhamandap Near Shri Krushna Nagar SRA Parisar, Building No.2, Goregaon (E)",0
train,easy_negative,Rogi Ashray Sthal,Construction of community centers in Gram Panchayat Owned Open Space (Milkat No. 58) here.,0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED semi High Mast Light,1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,Mohd Imran S/o Mohd Ahamd  Ke Ghar ke Samne Handpump,"Amrit Lal S/o Ram Khelawan, Ram Dayalpur Ke Ghar ke samane Handpump",0
train,hard_negative,16 miter unchai wale L.E.D. (150*8) high mask light samharnalay parishar me aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light chandpur bhagha panchayat ke chainpura panchwati chauk par aek adad adhisthapit karne ki anusansha ki jati hai,0
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light loha patti me aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light maranga oli tola me aek adad adhisthapit karne ki anusansha ki jati hai,1
train,easy_negative,gram panchayat Pathara Mani me Shivkumar ke makan ke paas sc/st basti ke sarwjanik sthan par high mast light sthapna karya,Construction of Shed in shamshaan ghaat at Patti Nathu,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,"Construction of Community Centre near at Krishna Mandir 18 no Line, Borhat TE 18 no line, Borhat GP","Construction of Boundary Wall at Moranhabi Bor Namghar, Nagahat, Michajan Gohain Gaon, Ahukhat GP",0
train,hard_negative,CHANDAN MAURYA S\O MUKHAI MAURYA K GHAR 01 NAG SOLAR LIGHT,SHRIMATI KAMLESH KUMARI W\O KAMLESH K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,RAM ADHAR YADAV S\O RAM NATH YADAV K GHAR 01 NAG SOLAR LIGHT,SANJAY KUMAR MAURYA S\O LAL BAHADUR MAURYA K GHAR 01 NAG SOLAR LIGHT,0
train,positive,setup a solar  high mask  street light at mahrajgunj more,setup a solsr high mask street light at khiryawan more,1
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,hard_negative,BHAGWATI PRASAD YADAV S\O NANHOO YADAV K GHAR 01 NAG SOLAR LIGHT,RAMESH YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,Nathu Ram Yadav S/o Mahadev Yadav Ke Ghar ke samane Handpump,Smt. Ranno Devi W/o Phool chandra ke Ghar ke samne Handpump,0
train,hard_negative,Sukhlal S/o Moti Lal Ke Ghar ke samane Handpump,"Rajeshwar Yadav S/o Bachan Singh, Madhuki ke ghar ke samne handpump",0
train,easy_negative,Construction of protection wall near pond of Rahaman Molla. (40 mtr),MS Pole with LED semi High Mast Light,0
train,easy_negative,"Construction of Moina Parijat Ghar, Sukanjan, Raidangjuri GP","gram-silajuddi, vikaskhand-sadar, tehsil-sadar me tej singh ke makan se nale tak paepline work.",0
train,hard_negative,SURENDRA YADAV S\O BANKE PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,DR. RAJ KUMAR MAURYA S\O RAM JEET MAURYA K GHAR 01 NAG SOLAR LIGHT,0
train,positive,BHADAURA BUS STAND KE PAS,TALA BUS STAND KE PAS,1
train,hard_negative,VISMILLAH S\O SULEMAN K GHAR 01 NAG SOLAR LIGHT,EZAJ QURASHI S\O NISHAR AHAMAD QURASHI K GHAR 01  NAG SOLAR LIGHT,0
train,hard_negative,JHALA BUS STAND KE PAS,KUSHMAHAR BUS STAND KE PAS,0
train,positive,46.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SHYAMIVALA KHURSHID MANSURI KE GHAR KE PASS HIGH MAST LIGHT),89.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE BHANEDA ME RAVIDASH MANDIR KE PASS HIGH MAST LIGHT),1
train,hard_negative,gram panchayat Chilla Mafi ke Jaama Masjid ke paas  sarwjanik sthan par high mast light sthapna karya,gram panchayat Bilas Khadar me tirahe ke paas sc/st basti ke sarwjanik sthan par high mast light sthapna karya,0
train,positive,5.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE HAMEEDPUR ME BHOLAY KE GHAR  KE PASS HIGH MAST LIGHT),78.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE JALPUR ME MAIN CHORAHE PAR  HIGH MAST LIGHT),1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,easy_negative,"Installation of minimast light    (8Mtr,Octogonal  pole LED Flood Light 150 Wx5 no.s)  at Sadham Nagar Jn, ward-11, Nellikkuzhy GP, Kothamangalam Block",CC Road work from Patel Poonam chand Kishorbhai's house to Patel Ishwarbhai Manibhai's house in Amodara village,0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED Semi High Mast Light,1
train,positive,gram panchayt aliha me vanka dai ke sthan ke paas chaurahe me sarvjanik sthan par himax light sthapna kary,gram panchayat dhundhui me rameshwar yadav ke makan ke chaurahe ke paas sarvjanik sthan par himax light sthapna kary,1
train,positive,ARUN KUMAR YADAV S\O DEV RAJ YADAV K GHAR 01 NAG SOLAR LIGHT,SANJAY YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,hard_negative,Shri Ram Babu Pasi S/o Shripat Pasi Ke Ghar ke Samne Handpump,Guddu Nishad S/o Chandrika Prasad Address MAhmatpur kokhraj Ke Ghar ke Samne Handpump,0
train,hard_negative,3-gram panchayat miyan barauli me poorv madhyamik vidyalay ke paas sarvjanik sthan par  himax light sthapna kary,gram panchayat chandrayal me dhama baba mandir ke paas sarvjanik sthan par himax light sthapna kary,0
train,positive,SANTOSH YADAV S\O LAL JI YADAV K GHAR 01 NAG SOLAR LIGHT,RAM PRASAD YADAV S\O RAM BALI YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,positive,MS pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,hard_negative,setup a solar high mast street light at risiap,Prakhand rafiganj antargat karma masud me solar high mast street light ka adhisthapan.,0
train,positive,BHADAURA BUS STAND KE PAS,AGDAL BUS STAND KE PAS,1
train,hard_negative,ASHOK GAUD S\O LALJI GAUD K GHAR 01 NAG SOLAR LIGHT,AMAR JEET YADAV S\O DAYA RAM YADAV K GHAR 01 NAG SOLAR LIGHT,0
